FC東京.xlsx,市場価値.xlsx,通算対戦成績.xlsx,,objective variable,,,,,explanatory variable,,,,,,,,,,,,,
Basic information,,,,point result,,score result,,,compatibility,,,others,ME,,,,,opponent,,,,
Year,Section,name of me,name of opponent,gain points,lose points,"score(win=3,draw=1,lose=0)","lose=0, not lose=1","not win=0, win=1",mean score(compatibility),mean gain points(compatibility),mean lose points(compatibility),Home/Away,score of last year(me),mean score points in last five games(me),total market value(me),mean age(me),number of foreign people(me),score of last year(opponent),total market value(opponent),mean age(opponent),number of foreign people(opponent),
2020,4,鳥栖,広島,0,0,1,1,0,0.838709677,0.8,1.7,H,36,0.2,0.659105805,24.4,10,55,0.842732169,25.7,4,
2020,6,鳥栖,清水,1,1,1,1,0,1.210526316,1.3,1.2,H,36,0.4,0.659105805,24.4,10,39,1.03866868,25,9,
2020,7,鳥栖,Ｃ大阪,1,1,1,1,0,1.205128205,1.1,1.6,H,36,0.4,0.659105805,24.4,10,59,1.187416294,23.7,8,
2020,14,鳥栖,横浜FC,3,0,3,1,1,1.447368421,1.4,1.2,H,36,1,0.659105805,24.4,10,31,0.471888981,26.9,4,
2020,16,鳥栖,柏,2,1,3,1,1,1.555555556,1.3,1.3,H,36,1.6,0.659105805,24.4,10,31,0.914541362,23.9,6,
2020,12,鳥栖,札幌,0,2,0,0,0,1.265306122,1.1,1.4,H,36,2,0.659105805,24.4,10,46,1.005328698,23.9,9,
2020,17,鳥栖,横浜FM,1,3,0,0,0,0.913043478,0.9,1.3,H,36,1.4,0.659105805,24.4,10,70,1.297694697,23,7,
2020,19,鳥栖,FC東京,3,0,3,1,1,1.193548387,1.1,1.2,H,36,0.8,0.659105805,24.4,10,64,0.938648733,23.7,5,
2020,10,鳥栖,Ｇ大阪,1,2,0,0,0,1.15,1.3,1.7,H,36,0.8,0.659105805,24.4,10,47,1.074573277,23.9,7,
2020,21,鳥栖,浦和,0,1,0,0,0,1.185185185,1.3,1.9,H,36,0.8,0.659105805,24.4,10,37,1.561849942,25.3,6,
2020,22,鳥栖,鹿島,0,2,0,0,0,0.916666667,0.7,1.6,H,36,0.8,0.659105805,24.4,10,63,1.064314821,24.4,5,
2020,24,鳥栖,湘南,2,2,1,1,0,1.107142857,1,1.3,H,36,0.4,0.659105805,24.4,10,36,0.678596871,23.5,3,
2020,26,鳥栖,名古屋,0,0,1,1,0,1.277777778,0.9,1.3,H,36,0.6,0.659105805,24.4,10,37,1.258199641,24.9,6,
2020,29,鳥栖,仙台,0,1,0,0,0,1.379310345,1.3,1.5,H,36,1.8,0.659105805,24.4,10,41,0.883765993,24.8,7,
2020,32,鳥栖,川崎Ｆ,1,1,1,1,0,0.813953488,0.9,1.9,H,36,1.2,0.659105805,24.4,10,60,1.178696606,26.1,5,
2020,34,鳥栖,大分,2,2,1,1,0,0.8,1.2,1.9,H,36,1.2,0.659105805,24.4,10,47,0.710398085,24.1,1,
2021,2,鳥栖,浦和,2,0,3,1,1,1.185185185,1.3,1.9,H,36,1.8,0.652891782,25.3,7,46,0.996949398,26.6,2,
2021,3,鳥栖,仙台,5,0,3,1,1,1.379310345,1.3,1.5,H,36,2.2,0.652891782,25.3,7,28,0.649746831,26.3,8,
2021,5,鳥栖,柏,2,0,3,1,1,1.555555556,1.3,1.3,H,36,2.2,0.652891782,25.3,7,52,1.187533415,26,9,
2021,6,鳥栖,福岡,0,0,1,1,0,1.151515152,1.2,1.7,H,36,2.6,0.652891782,25.3,7,27,0.932792402,27.3,8,
2021,9,鳥栖,横浜FC,3,0,3,1,1,1.447368421,1.4,1.2,H,36,1,0.652891782,25.3,7,33,0.616410353,29,4,
2021,18,鳥栖,Ｇ大阪,0,1,0,0,0,1.15,1.3,1.7,H,36,1.4,0.652891782,25.3,7,65,1.187533415,26.7,7,
2021,12,鳥栖,徳島,2,0,3,1,1,1.923076923,1.7,0.9,H,36,1.8,0.652891782,25.3,7,27,0.917067648,25.8,4,
2021,13,鳥栖,広島,0,0,1,1,0,0.838709677,0.8,1.7,H,36,2.4,0.652891782,25.3,7,48,0.96738686,27.3,4,
2018,6,湘南,鹿島,2,1,3,1,1,1.03030303,1.2,1.8,H,25,1,0.585150265,24.2,4,72,1.121390689,25,6,
2018,8,湘南,広島,0,2,0,0,0,1.069767442,1.2,1.6,H,25,0.8,0.585150265,24.2,4,33,1.015321155,25,4,
2018,10,湘南,Ｇ大阪,1,0,3,1,1,0.848484848,1.4,1.8,H,25,0.8,0.585150265,24.2,4,43,0.945786682,23.1,5,
2018,12,湘南,柏,1,2,0,0,0,1.078947368,1.4,1.7,H,25,1.4,0.585150265,24.2,4,62,0.904537419,24.2,7,
2018,13,湘南,仙台,1,3,0,0,0,1.12244898,1.5,1.7,H,25,1.4,0.585150265,24.2,4,41,0.701237478,23.9,5,
2018,15,湘南,磐田,1,0,3,1,1,1.171428571,1.2,1.7,H,25,1.2,0.585150265,24.2,4,58,0.868002357,26,6,
2018,16,湘南,鳥栖,1,1,1,1,0,1.642857143,1.3,1,H,25,1.2,0.585150265,24.2,4,47,1.143193872,25.4,7,
2018,21,湘南,横浜FM,0,1,0,0,0,0.894736842,1.1,1.9,H,25,2.2,0.585150265,24.2,4,59,0.820860342,23.8,8,
2018,23,湘南,神戸,0,2,0,0,0,1.5,1.4,1.3,H,25,1.4,0.585150265,24.2,4,44,2.291101945,25.9,8,
2018,24,湘南,FC東京,0,0,1,1,0,0.555555556,0.8,1.7,H,25,0.8,0.585150265,24.2,4,40,0.991750147,23.3,5,
2018,27,湘南,Ｃ大阪,1,1,1,1,0,1.41025641,1.5,1.7,H,25,0.8,0.585150265,24.2,4,63,1.208014143,24.1,7,
2018,18,湘南,川崎Ｆ,0,0,1,1,0,0.878787879,1,2,H,25,1,0.585150265,24.2,4,72,1.224513848,25.5,7,
2018,30,湘南,札幌,2,2,1,1,0,1.071428571,1.1,1.6,H,25,1.6,0.585150265,24.2,4,43,0.649970536,25.9,6,
2018,31,湘南,清水,0,0,1,1,0,0.882352941,1.2,2.1,H,25,1.2,0.585150265,24.2,4,28,0.704183854,25.3,6,
2018,33,湘南,浦和,2,1,3,1,1,0.846153846,1.2,1.9,H,25,1,0.585150265,24.2,4,49,1.563347083,26.3,6,
2019,1,湘南,札幌,2,0,3,1,1,1.071428571,1.1,1.6,H,41,1,0.566955139,23.2,5,55,0.542185254,23.8,6,
2019,2,湘南,FC東京,2,3,0,0,0,0.555555556,0.8,1.7,H,41,1.6,0.566955139,23.2,5,50,0.806397358,23.2,8,
2019,4,湘南,仙台,2,1,3,1,1,1.12244898,1.5,1.7,H,41,1.4,0.566955139,23.2,5,45,0.673190422,25.9,6,
2019,6,湘南,磐田,0,2,0,0,0,1.171428571,1.2,1.7,H,41,1.8,0.566955139,23.2,5,41,0.959420201,26.6,8,
2019,7,湘南,松本,1,1,1,1,0,1.692307692,1.7,1.2,H,41,1.2,0.566955139,23.2,5,30,0.753004495,26,7,
2019,10,湘南,名古屋,1,1,1,1,0,1.171428571,1.3,1.7,H,41,1.4,0.566955139,23.2,5,41,1.065105043,23.9,6,
2019,11,湘南,大分,0,1,0,0,0,1.233333333,1.2,1.3,H,41,1,0.566955139,23.2,5,30,0.419987156,23.9,2,
2019,14,湘南,横浜FM,1,2,0,0,0,0.894736842,1.1,1.9,H,41,1.4,0.566955139,23.2,5,41,0.885110547,24.2,9,
2019,17,湘南,Ｃ大阪,0,2,0,0,0,1.41025641,1.5,1.7,H,41,0.6,0.566955139,23.2,5,50,1.179596954,24.8,9,
2019,19,湘南,神戸,3,1,3,1,1,1.5,1.4,1.3,H,41,0.6,0.566955139,23.2,5,45,2.002507569,25.6,9,
2019,21,湘南,鹿島,3,2,3,1,1,1.03030303,1.2,1.8,H,41,1.2,0.566955139,23.2,5,56,1.061251949,24.4,6,
2019,23,湘南,鳥栖,2,3,0,0,0,1.642857143,1.3,1,H,41,2.4,0.566955139,23.2,5,41,1.279777377,25,10,
2019,25,湘南,浦和,1,1,1,1,0,0.846153846,1.2,1.9,H,41,1.4,0.566955139,23.2,5,51,1.463074524,24.9,5,
2019,27,湘南,清水,0,6,0,0,0,0.882352941,1.2,2.1,H,41,1,0.566955139,23.2,5,49,0.810800893,24.4,7,
2019,28,湘南,川崎Ｆ,0,5,0,0,0,0.878787879,1,2,H,41,0.4,0.566955139,23.2,5,69,1.169689,24.9,5,
2019,30,湘南,Ｇ大阪,0,3,0,0,0,0.848484848,1.4,1.8,H,41,0.2,0.566955139,23.2,5,48,1.493348827,24.3,7,
2019,33,湘南,広島,1,0,3,1,1,1.069767442,1.2,1.6,H,41,0.2,0.566955139,23.2,5,57,0.868597291,25.3,5,
2020,1,湘南,浦和,2,3,0,0,0,0.846153846,1.2,1.9,H,36,1,0.678596871,23.5,3,37,1.561849942,25.3,6,
2020,2,湘南,仙台,0,1,0,0,0,1.12244898,1.5,1.7,H,36,1,0.678596871,23.5,3,41,0.883765993,24.8,7,
2020,4,湘南,札幌,0,0,1,1,0,1.071428571,1.1,1.6,H,36,0.8,0.678596871,23.5,3,46,1.005328698,23.9,9,
2020,6,湘南,鹿島,1,0,3,1,1,1.03030303,1.2,1.8,H,36,0.2,0.678596871,23.5,3,63,1.064314821,24.4,5,
2020,8,湘南,Ｃ大阪,0,1,0,0,0,1.41025641,1.5,1.7,H,36,0.8,0.678596871,23.5,3,59,1.187416294,23.7,8,
2020,11,湘南,名古屋,0,1,0,0,0,1.171428571,1.3,1.7,H,36,0.6,0.678596871,23.5,3,37,1.258199641,24.9,6,
2020,14,湘南,神戸,1,1,1,1,0,1.5,1.4,1.3,H,36,0,0.678596871,23.5,3,47,1.233579346,24.5,5,
2020,17,湘南,清水,0,3,0,0,0,0.882352941,1.2,2.1,H,36,1,0.678596871,23.5,3,39,1.03866868,25,9,
2020,19,湘南,川崎Ｆ,0,1,0,0,0,0.878787879,1,2,H,36,1,0.678596871,23.5,3,60,1.178696606,26.1,5,
2020,20,湘南,FC東京,0,1,0,0,0,0.555555556,0.8,1.7,H,36,0.8,0.678596871,23.5,3,64,0.938648733,23.7,5,
2020,23,湘南,柏,3,2,3,1,1,1.078947368,1.4,1.7,H,36,0,0.678596871,23.5,3,31,0.914541362,23.9,6,
2020,13,湘南,鳥栖,0,0,1,1,0,1.642857143,1.3,1,H,36,0.6,0.678596871,23.5,3,36,0.659105805,24.4,10,
2020,25,湘南,横浜FC,1,0,3,1,1,1.581395349,1.5,1.1,H,36,1,0.678596871,23.5,3,31,0.471888981,26.9,4,
2020,26,湘南,横浜FM,1,0,3,1,1,0.894736842,1.1,1.9,H,36,1.6,0.678596871,23.5,3,70,1.297694697,23,7,
2020,29,湘南,広島,1,1,1,1,0,1.069767442,1.2,1.6,H,36,2,0.678596871,23.5,3,55,0.842732169,25.7,4,
2020,31,湘南,Ｇ大阪,1,2,0,0,0,0.848484848,1.4,1.8,H,36,1.6,0.678596871,23.5,3,47,1.074573277,23.9,7,
2020,33,湘南,大分,1,2,0,0,0,1.233333333,1.2,1.3,H,36,0.6,0.678596871,23.5,3,47,0.710398085,24.1,1,
2021,1,湘南,鳥栖,0,1,0,0,0,1.642857143,1.3,1,H,27,0.6,0.695034123,25.8,4,36,0.652891782,25.3,7,
2021,4,湘南,仙台,3,1,3,1,1,1.12244898,1.5,1.7,H,27,0.2,0.695034123,25.8,4,28,0.649746831,26.3,8,
2021,6,湘南,Ｃ大阪,0,0,1,1,0,1.41025641,1.5,1.7,H,27,0.6,0.695034123,25.8,4,60,1.235336667,26.5,5,
2021,8,湘南,名古屋,0,0,1,1,0,1.171428571,1.3,1.7,H,27,1,0.695034123,25.8,4,63,1.099474793,27.1,3,
2021,10,湘南,神戸,0,0,1,1,0,1.5,1.4,1.3,H,27,1.2,0.695034123,25.8,4,36,1.316476397,26.9,6,
2021,12,湘南,札幌,0,0,1,1,0,1.071428571,1.1,1.6,H,27,1.4,0.695034123,25.8,4,39,0.835298928,26.3,7,
2021,13,湘南,大分,2,0,3,1,1,1.233333333,1.2,1.3,H,27,1.4,0.695034123,25.8,4,43,0.671761487,26.4,2,
2021,6,徳島,横浜FC,2,1,3,1,1,1.333333333,1.1,1.1,H,27,0.4,0.917067648,25.8,4,33,0.616410353,29,4,
2021,8,徳島,仙台,1,0,3,1,1,0.761904762,1.1,1.9,H,27,1.2,0.917067648,25.8,4,28,0.649746831,26.3,8,
2021,10,徳島,鹿島,0,1,0,0,0,0,0,2.3,H,27,2.4,0.917067648,25.8,4,59,1.240997578,25.2,6,
2021,13,徳島,札幌,1,2,0,0,0,0.846153846,0.8,1.4,H,27,0.6,0.917067648,25.8,4,39,0.835298928,26.3,7,
2020,7,横浜FC,浦和,0,2,0,0,0,1,0.8,1.3,H,31,0.8,0.471888981,26.9,4,37,1.561849942,25.3,6,
2020,8,横浜FC,広島,0,2,0,0,0,0.384615385,0.5,2,H,31,0.8,0.471888981,26.9,4,55,0.842732169,25.7,4,
2020,10,横浜FC,湘南,4,2,3,1,1,1.23255814,1.1,1.5,H,31,0,0.471888981,26.9,4,36,0.678596871,23.5,3,
2020,11,横浜FC,鹿島,1,0,3,1,1,0.6,0.8,1.8,H,31,0.6,0.471888981,26.9,4,63,1.064314821,24.4,5,
2020,13,横浜FC,Ｃ大阪,1,2,0,0,0,0.705882353,1,1.9,H,31,1.8,0.471888981,26.9,4,59,1.187416294,23.7,8,
2020,16,横浜FC,名古屋,3,2,3,1,1,1.142857143,1.1,1.6,H,31,1.2,0.471888981,26.9,4,37,1.258199641,24.9,6,
2020,20,横浜FC,柏,0,3,0,0,0,1.533333333,1.3,1.3,H,31,1.2,0.471888981,26.9,4,31,0.914541362,23.9,6,
2020,23,横浜FC,FC東京,1,0,3,1,1,0.75,0.5,1.4,H,31,0.8,0.471888981,26.9,4,64,0.938648733,23.7,5,
2020,26,横浜FC,大分,2,3,0,0,0,0.724137931,1.1,1.7,H,31,0.8,0.471888981,26.9,4,47,0.710398085,24.1,1,
2020,28,横浜FC,神戸,2,1,3,1,1,1.1,0.8,1.4,H,31,0.8,0.471888981,26.9,4,47,1.233579346,24.5,5,
2020,29,横浜FC,清水,1,3,0,0,0,0.714285714,0.9,1.9,H,31,0.8,0.471888981,26.9,4,39,1.03866868,25,9,
2020,31,横浜FC,鳥栖,1,1,1,1,0,1.289473684,1.2,1.4,H,31,0.8,0.471888981,26.9,4,36,0.659105805,24.4,10,
2020,33,横浜FC,Ｇ大阪,0,2,0,0,0,0.571428571,1.1,1.7,H,31,0.6,0.471888981,26.9,4,47,1.074573277,23.9,7,
2020,34,横浜FC,横浜FM,3,1,3,1,1,0.75,1,3,H,31,0.4,0.471888981,26.9,4,70,1.297694697,23,7,
2021,2,横浜FC,大分,1,2,0,0,0,0.724137931,1.1,1.7,H,33,1,0.616410353,29,4,43,0.671761487,26.4,2,
2021,4,横浜FC,Ｃ大阪,1,4,0,0,0,0.705882353,1,1.9,H,33,0.6,0.616410353,29,4,60,1.235336667,26.5,5,
2021,7,横浜FC,柏,1,1,1,1,0,1.533333333,1.3,1.3,H,33,0,0.616410353,29,4,52,1.187533415,26,9,
2021,8,横浜FC,広島,0,3,0,0,0,0.384615385,0.5,2,H,33,0.2,0.616410353,29,4,48,0.96738686,27.3,4,
2021,10,横浜FC,仙台,2,2,1,1,0,1.04,1.2,1.3,H,33,0.2,0.616410353,29,4,28,0.649746831,26.3,8,
2021,12,横浜FC,鹿島,0,3,0,0,0,0.6,0.8,1.8,H,33,0.4,0.616410353,29,4,59,1.240997578,25.2,6,
2021,14,横浜FC,湘南,2,0,3,1,1,1.23255814,1.1,1.5,H,33,0.4,0.616410353,29,4,27,0.695034123,25.8,4,
2017,6,柏,清水,0,2,0,0,0,1.588235294,1.7,1.3,H,48,1.2,0.911072524,23.2,6,22,0.711567592,24.6,5,
2017,8,柏,横浜FM,2,0,3,1,1,1.515625,1.5,1.3,H,48,1.2,0.911072524,23.2,6,44,0.901097277,23.2,6,
2017,10,柏,Ｃ大阪,1,0,3,1,1,1.512195122,1.8,1.6,H,48,2.4,0.911072524,23.2,6,22,1.172423985,23.2,5,
2017,13,柏,大宮,4,2,3,1,1,1.259259259,1.4,1.5,H,48,3,0.911072524,23.2,6,52,0.859866258,25.8,6,
2017,14,柏,浦和,1,0,3,1,1,1.333333333,1.5,1.8,H,48,3,0.911072524,23.2,6,66,1.322052684,26.5,3,
2017,16,柏,札幌,2,1,3,1,1,1.703703704,1.8,1.3,H,48,2.6,0.911072524,23.2,6,22,0.673661654,26.9,7,
2017,17,柏,鹿島,2,3,0,0,0,1.034482759,1.4,1.8,H,48,2.6,0.911072524,23.2,6,78,1.179074149,24.3,7,
2017,20,柏,神戸,3,1,3,1,1,1.851851852,1.8,1.1,H,48,1,0.911072524,23.2,6,40,1.82547013,25.2,5,
2017,21,柏,鳥栖,0,0,1,1,0,1.111111111,1.3,1.3,H,48,1.4,0.911072524,23.2,6,34,1.20700484,24.9,6,
2017,24,柏,新潟,1,1,1,1,0,1.733333333,1.5,0.9,H,48,2.2,0.911072524,23.2,6,36,0.711567592,24.3,6,
2017,27,柏,FC東京,4,1,3,1,1,1.458333333,1.2,1.4,H,48,2.2,0.911072524,23.2,6,46,1.127202867,24.2,6,
2017,28,柏,甲府,0,1,0,0,0,1.56,1.8,1.4,H,48,2.2,0.911072524,23.2,6,30,0.577234271,26.7,8,
2017,31,柏,川崎Ｆ,2,2,1,1,0,1.371428571,1.7,1.7,H,48,1,0.911072524,23.2,6,76,0.977574168,25.5,6,
2017,32,柏,磐田,1,0,3,1,1,1.16,1.2,1.6,H,48,1,0.911072524,23.2,6,46,0.80333986,25.5,3,
2017,34,柏,広島,1,0,3,1,1,1.636363636,1.5,1.3,H,48,1.2,0.911072524,23.2,6,58,1.288801862,25.9,5,
2018,2,柏,横浜FM,2,0,3,1,1,1.515625,1.5,1.3,H,62,1.6,0.904537419,24.2,7,59,0.820860342,23.8,8,
2018,3,柏,Ｃ大阪,1,1,1,1,0,1.512195122,1.8,1.6,H,62,2,0.904537419,24.2,7,63,1.208014143,24.1,7,
2018,5,柏,神戸,2,1,3,1,1,1.851851852,1.8,1.1,H,62,1.6,0.904537419,24.2,7,44,2.291101945,25.9,8,
2018,6,柏,広島,0,1,0,0,0,1.636363636,1.5,1.3,H,62,1.6,0.904537419,24.2,7,33,1.015321155,25,4,
2018,8,柏,札幌,1,2,0,0,0,1.703703704,1.8,1.3,H,62,1.6,0.904537419,24.2,7,43,0.649970536,25.9,6,
2018,10,柏,浦和,1,0,3,1,1,1.333333333,1.5,1.8,H,62,1.2,0.904537419,24.2,7,49,1.563347083,26.3,6,
2018,13,柏,磐田,1,2,0,0,0,1.16,1.2,1.6,H,62,1.2,0.904537419,24.2,7,58,0.868002357,26,6,
2018,14,柏,川崎Ｆ,1,2,0,0,0,1.371428571,1.7,1.7,H,62,1.2,0.904537419,24.2,7,72,1.224513848,25.5,7,
2018,16,柏,FC東京,0,1,0,0,0,1.458333333,1.2,1.4,H,62,1.2,0.904537419,24.2,7,40,0.991750147,23.3,5,
2018,19,柏,湘南,0,2,0,0,0,1.710526316,1.7,1.4,H,62,0.6,0.904537419,24.2,7,25,0.585150265,24.2,4,
2018,21,柏,仙台,0,2,0,0,0,1.184210526,1,1.2,H,62,0.6,0.904537419,24.2,7,41,0.701237478,23.9,5,
2018,24,柏,長崎,5,1,3,1,1,1.485294118,0.602941176,0.441176471,H,62,1.2,0.904537419,24.2,7,25,0.446670595,25.2,5,
2018,26,柏,清水,2,3,0,0,0,1.588235294,1.7,1.3,H,62,1.2,0.904537419,24.2,7,28,0.704183854,25.3,6,
2018,27,柏,鳥栖,1,1,1,1,0,1.111111111,1.3,1.3,H,62,1.2,0.904537419,24.2,7,47,1.143193872,25.4,7,
2018,30,柏,名古屋,0,1,0,0,0,1.169811321,1.3,1.5,H,62,0.8,0.904537419,24.2,7,25,0.81496759,23.7,6,
2018,32,柏,鹿島,2,3,0,0,0,1.034482759,1.4,1.8,H,62,0.8,0.904537419,24.2,7,72,1.121390689,25,6,
2018,34,柏,Ｇ大阪,4,2,3,1,1,1.706896552,1.8,1.6,H,62,1.2,0.904537419,24.2,7,43,0.945786682,23.1,5,
2020,7,柏,仙台,5,1,3,1,1,1.184210526,1,1.2,H,31,1.2,0.914541362,23.9,6,41,0.883765993,24.8,7,
2020,10,柏,Ｃ大阪,1,3,0,0,0,1.512195122,1.8,1.6,H,31,2.6,0.914541362,23.9,6,59,1.187416294,23.7,8,
2020,13,柏,鹿島,2,3,0,0,0,1.034482759,1.4,1.8,H,31,1.6,0.914541362,23.9,6,63,1.064314821,24.4,5,
2020,15,柏,Ｇ大阪,3,0,3,1,1,1.706896552,1.8,1.6,H,31,1.4,0.914541362,23.9,6,47,1.074573277,23.9,7,
2020,17,柏,広島,1,1,1,1,0,1.636363636,1.5,1.3,H,31,1.4,0.914541362,23.9,6,55,0.842732169,25.7,4,
2020,19,柏,横浜FM,1,3,0,0,0,1.515625,1.5,1.3,H,31,2,0.914541362,23.9,6,70,1.297694697,23,7,
2020,21,柏,神戸,4,3,3,1,1,1.851851852,1.8,1.1,H,31,1.4,0.914541362,23.9,6,47,1.233579346,24.5,5,
2020,22,柏,浦和,1,1,1,1,0,1.333333333,1.5,1.8,H,31,2,0.914541362,23.9,6,37,1.561849942,25.3,6,
2020,25,柏,清水,0,0,1,1,0,1.588235294,1.7,1.3,H,31,1.4,0.914541362,23.9,6,39,1.03866868,25,9,
2020,28,柏,鳥栖,1,2,0,0,0,1.111111111,1.3,1.3,H,31,1,0.914541362,23.9,6,36,0.659105805,24.4,10,
2020,31,柏,名古屋,0,1,0,0,0,1.169811321,1.3,1.5,H,31,2,0.914541362,23.9,6,37,1.258199641,24.9,6,
2020,27,柏,大分,1,1,1,1,0,1.416666667,0.9,0.8,H,31,1.4,0.914541362,23.9,6,47,0.710398085,24.1,1,
2020,34,柏,川崎Ｆ,2,3,0,0,0,1.371428571,1.7,1.7,H,31,1.6,0.914541362,23.9,6,60,1.178696606,26.1,5,
2021,2,柏,湘南,2,1,3,1,1,1.710526316,1.7,1.4,H,52,1,1.187533415,26,9,27,0.695034123,25.8,4,
2021,3,柏,名古屋,0,1,0,0,0,1.169811321,1.3,1.5,H,52,1.4,1.187533415,26,9,63,1.099474793,27.1,3,
2021,6,柏,清水,1,2,0,0,0,1.588235294,1.7,1.3,H,52,0.6,1.187533415,26,9,28,1.100103783,26.5,7,
2021,9,柏,Ｇ大阪,1,0,3,1,1,1.706896552,1.8,1.6,H,52,0.2,1.187533415,26,9,65,1.187533415,26.7,7,
2021,11,柏,徳島,5,1,3,1,1,2.416666667,2.4,0.5,H,52,1.4,1.187533415,26,9,27,0.917067648,25.8,4,
2021,14,柏,FC東京,0,4,0,0,0,1.458333333,1.2,1.4,H,52,1.8,1.187533415,26,9,57,1.056703463,25.6,6,
2021,7,福岡,札幌,1,2,0,0,0,1.358974359,1.1,1.3,H,27,1.6,0.932792402,27.3,8,39,0.835298928,26.3,7,
2021,10,福岡,FC東京,1,0,3,1,1,1.4,0.9,1.3,H,27,0.6,0.932792402,27.3,8,57,1.056703463,25.6,6,
2021,12,福岡,浦和,2,0,3,1,1,0.75,1,1.9,H,27,1.6,0.932792402,27.3,8,46,0.996949398,26.6,2,
2021,13,福岡,柏,1,0,3,1,1,0.52,1,2.3,H,27,2,0.932792402,27.3,8,52,1.187533415,26,9,
2018,7,名古屋,仙台,2,3,0,0,0,1.551724138,1.3,1.2,H,25,0.8,0.81496759,23.7,6,41,0.701237478,23.9,5,
2018,10,名古屋,清水,1,3,0,0,0,1.402597403,1.7,1.5,H,25,0,0.81496759,23.7,6,28,0.704183854,25.3,6,
2018,12,名古屋,Ｃ大阪,0,0,1,1,0,1.653846154,1.7,1.2,H,25,0,0.81496759,23.7,6,63,1.208014143,24.1,7,
2018,13,名古屋,横浜FM,1,1,1,1,0,1.338235294,1.2,1.4,H,25,0.2,0.81496759,23.7,6,59,0.820860342,23.8,8,
2018,15,名古屋,柏,2,3,0,0,0,1.622641509,1.5,1.3,H,25,0.4,0.81496759,23.7,6,62,0.904537419,24.2,7,
2018,17,名古屋,広島,0,0,1,1,0,1.567164179,1.3,1.4,H,25,0.4,0.81496759,23.7,6,33,1.015321155,25,4,
2018,20,名古屋,Ｇ大阪,3,2,3,1,1,1.411764706,1.8,1.9,H,25,0.8,0.81496759,23.7,6,43,0.945786682,23.1,5,
2018,21,名古屋,鹿島,4,2,3,1,1,1.058139535,1.2,1.9,H,25,1.4,0.81496759,23.7,6,72,1.121390689,25,6,
2018,23,名古屋,鳥栖,3,0,3,1,1,1.444444444,1.3,0.9,H,25,2.6,0.81496759,23.7,6,47,1.143193872,25.4,7,
2018,24,名古屋,浦和,4,1,3,1,1,1.588235294,1.9,1.4,H,25,3,0.81496759,23.7,6,49,1.563347083,26.3,6,
2018,26,名古屋,長崎,3,4,0,0,0,1.465517241,0.620689655,0.422413793,H,25,3,0.81496759,23.7,6,25,0.446670595,25.2,5,
2018,29,名古屋,FC東京,1,2,0,0,0,1.181818182,1,1.3,H,25,1.8,0.81496759,23.7,6,40,0.991750147,23.3,5,
2018,18,名古屋,札幌,1,2,0,0,0,1.611111111,1.6,1.3,H,25,1.2,0.81496759,23.7,6,43,0.649970536,25.9,6,
2018,31,名古屋,神戸,1,2,0,0,0,1.685185185,1.6,1.3,H,25,0.6,0.81496759,23.7,6,44,2.291101945,25.9,8,
2018,34,名古屋,湘南,2,2,1,1,0,1.685714286,1.7,1.3,H,25,1.2,0.81496759,23.7,6,25,0.585150265,24.2,4,
2019,2,名古屋,Ｃ大阪,2,0,3,1,1,1.653846154,1.7,1.2,H,41,2,1.065105043,23.9,6,50,1.179596954,24.8,9,
2019,5,名古屋,札幌,4,0,3,1,1,1.611111111,1.6,1.3,H,41,2,1.065105043,23.9,6,55,0.542185254,23.8,6,
2019,8,名古屋,磐田,1,0,3,1,1,1.49122807,1.6,1.4,H,41,1.4,1.065105043,23.9,6,41,0.959420201,26.6,8,
2019,9,名古屋,広島,1,0,3,1,1,1.567164179,1.3,1.4,H,41,1.4,1.065105043,23.9,6,57,0.868597291,25.3,5,
2019,11,名古屋,浦和,2,0,3,1,1,1.588235294,1.9,1.4,H,41,1.6,1.065105043,23.9,6,51,1.463074524,24.9,5,
2019,13,名古屋,松本,0,1,0,0,0,1.833333333,2,1.3,H,41,2.2,1.065105043,23.9,6,30,0.753004495,26,7,
2019,16,名古屋,清水,1,2,0,0,0,1.402597403,1.7,1.5,H,41,1,1.065105043,23.9,6,49,0.810800893,24.4,7,
2019,18,名古屋,湘南,0,2,0,0,0,1.685714286,1.7,1.3,H,41,0.2,1.065105043,23.9,6,41,0.566955139,23.2,5,
2019,20,名古屋,Ｇ大阪,2,2,1,1,0,1.411764706,1.8,1.9,H,41,0.2,1.065105043,23.9,6,48,1.493348827,24.3,7,
2019,22,名古屋,川崎Ｆ,3,0,3,1,1,0.875,1.2,1.9,H,41,0.4,1.065105043,23.9,6,69,1.169689,24.9,5,
2019,24,名古屋,横浜FM,1,5,0,0,0,1.338235294,1.2,1.4,H,41,1.2,1.065105043,23.9,6,41,0.885110547,24.2,9,
2019,25,名古屋,FC東京,1,2,0,0,0,1.181818182,1,1.3,H,41,1.2,1.065105043,23.9,6,50,0.806397358,23.2,8,
2019,28,名古屋,大分,1,1,1,1,0,1.633333333,1.3,1,H,41,0.4,1.065105043,23.9,6,30,0.419987156,23.9,2,
2019,29,名古屋,仙台,0,2,0,0,0,1.551724138,1.3,1.2,H,41,0.4,1.065105043,23.9,6,45,0.673190422,25.9,6,
2019,31,名古屋,神戸,3,0,3,1,1,1.685185185,1.6,1.3,H,41,0.4,1.065105043,23.9,6,45,2.002507569,25.6,9,
